productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extRarity,extDescription,extCost,extTypeLine,extCardCategory,extCardType,extCardSubtype,extThreshold,extElement,extPowerRating,extLife,extFlavorText,extDefensePower
585194,Castle Servants,Castle Servants,https://tcgplayer-cdn.tcgplayer.com/product/585194_200w.jpg,77,23588,https://cpt.tcgcsv.com/V5J6,2024-10-04T19:00:10.53,1,0.05,0.15,0.79,0.07,,Normal,Ordinary,Provides (A),2,A duteous family of Ordinary Mortals,Spell,Minion,Mortal,A,Air,2,,,2
585195,Castle Servants (Foil),Castle Servants Foil,https://tcgplayer-cdn.tcgplayer.com/product/585195_200w.jpg,77,23588,https://cpt.tcgcsv.com/W5J6,2024-10-04T19:00:10.733,1,0.75,1.0,9.85,0.85,,Foil,Ordinary,Provides (A),2,A duteous family of Ordinary Mortals,Spell,Minion,Mortal,A,Air,2,,,2
585196,Charge,Charge,https://tcgplayer-cdn.tcgplayer.com/product/585196_200w.jpg,77,23588,https://cpt.tcgcsv.com/X5J6,2024-10-04T19:00:11.163,1,0.05,0.14,0.79,0.08,,Normal,Ordinary,Give an ally Charge this turn.,1,Ordinary Magic of unexpected assault,Spell,Magic,,F,Fire,,,,
585197,Charge (Foil),Charge Foil,https://tcgplayer-cdn.tcgplayer.com/product/585197_200w.jpg,77,23588,https://cpt.tcgcsv.com/Z5J6,2024-10-04T19:00:11.257,1,0.95,1.5,6.0,1.44,,Foil,Ordinary,Give an ally Charge this turn.,1,Ordinary Magic of unexpected assault,Spell,Magic,,F,Fire,,,,
585198,Cold Iron Rod,Cold Iron Rod,https://tcgplayer-cdn.tcgplayer.com/product/585198_200w.jpg,77,23588,https://cpt.tcgcsv.com/-5J6,2024-10-08T15:16:32.943,1,0.06,0.18,1.0,0.12,,Normal,Exceptional,Faeries here are disabled.,1,An Exceptional Relic to repel the fae,Spell,Artifact,Relic,,,,,"If a circle is traced with iron, or a pointed weapon 
is carried three times round them, it will preserve 
both infant and adult from all unseelie influence.",
585199,Cold Iron Rod (Foil),Cold Iron Rod Foil,https://tcgplayer-cdn.tcgplayer.com/product/585199_200w.jpg,77,23588,https://cpt.tcgcsv.com/_5J6,2024-10-04T19:00:11.483,1,0.85,1.08,18.34,0.97,,Foil,Exceptional,Faeries here are disabled.,1,An Exceptional Relic to repel the fae,Spell,Artifact,Relic,,,,,"If a circle is traced with iron, or a pointed weapon 
is carried three times round them, it will preserve 
both infant and adult from all unseelie influence.",
585200,Common Cottagers,Common Cottagers,https://tcgplayer-cdn.tcgplayer.com/product/585200_200w.jpg,77,23588,https://cpt.tcgcsv.com/06J6,2024-10-04T19:00:11.547,1,0.05,0.15,0.79,0.07,,Normal,Ordinary,Provides (E),2,A humble family of Ordinary Mortals,Spell,Minion,Mortal,E,Earth,2,,,2
585201,Common Cottagers (Foil),Common Cottagers Foil,https://tcgplayer-cdn.tcgplayer.com/product/585201_200w.jpg,77,23588,https://cpt.tcgcsv.com/26J6,2024-10-04T19:00:11.61,1,0.55,0.99,11.44,0.86,,Foil,Ordinary,Provides (E),2,A humble family of Ordinary Mortals,Spell,Minion,Mortal,E,Earth,2,,,2
585202,Common Village,Common Village,https://tcgplayer-cdn.tcgplayer.com/product/585202_200w.jpg,77,23588,https://cpt.tcgcsv.com/36J6,2024-10-04T19:00:11.723,1,0.05,0.15,1.39,0.11,,Normal,Ordinary,Genesis -> You may pay (1) to summon a Foot Soldier token here.,,An Ordinary Site of fruitfulness,Site,Site,,E,Earth,,,,
585203,Common Village (Foil),Common Village Foil,https://tcgplayer-cdn.tcgplayer.com/product/585203_200w.jpg,77,23588,https://cpt.tcgcsv.com/56J6,2024-10-04T19:00:11.85,1,0.77,1.41,19.99,1.22,,Foil,Ordinary,Genesis -> You may pay (1) to summon a Foot Soldier token here.,,An Ordinary Site of fruitfulness,Site,Site,,E,Earth,,,,
585204,Coy Nixie,Coy Nixie,https://tcgplayer-cdn.tcgplayer.com/product/585204_200w.jpg,77,23588,https://cpt.tcgcsv.com/66J6,2024-10-04T19:00:11.977,1,0.08,0.2,0.75,0.14,,Normal,Exceptional,"Submerge<br>
<br>
Once on your turn, Coy Nixie may force target nearby enemy to take a step towards her. Tap that enemy.",3,An Exceptional Merfolk of comely appearance,Spell,Minion,Merfolk,WW,Water,2,,,2
585205,Coy Nixie (Foil),Coy Nixie Foil,https://tcgplayer-cdn.tcgplayer.com/product/585205_200w.jpg,77,23588,https://cpt.tcgcsv.com/76J6,2024-10-04T19:00:12.057,1,3.2,3.21,4.99,2.56,,Foil,Exceptional,"Submerge<br>
<br>
Once on your turn, Coy Nixie may force target nearby enemy to take a step towards her. Tap that enemy.",3,An Exceptional Merfolk of comely appearance,Spell,Minion,Merfolk,WW,Water,2,,,2
585206,Cursed Land,Cursed Land,https://tcgplayer-cdn.tcgplayer.com/product/585206_200w.jpg,77,23588,https://cpt.tcgcsv.com/86J6,2024-10-04T19:00:12.137,1,0.25,0.65,3.99,0.64,,Normal,Elite,"Whenever another site is played nearby, its controller loses 2 life.",,An Elite Site that radiates malice,Site,Site,,F,Fire,,,,
585207,Cursed Land (Foil),Cursed Land Foil,https://tcgplayer-cdn.tcgplayer.com/product/585207_200w.jpg,77,23588,https://cpt.tcgcsv.com/96J6,2024-10-04T19:00:12.23,1,4.99,12.33,50.0,9.85,,Foil,Elite,"Whenever another site is played nearby, its controller loses 2 life.",,An Elite Site that radiates malice,Site,Site,,F,Fire,,,,
585208,Dame Britomart,Dame Britomart,https://tcgplayer-cdn.tcgplayer.com/product/585208_200w.jpg,77,23588,https://cpt.tcgcsv.com/b6J6,2024-10-04T19:00:12.33,1,0.1,0.3,15.0,0.17,,Normal,Unique,"Lance<br>
<br>
If Dame Britomart would successfully attack an enemy site, she may summon a Mortal from your cemetery to her location instead.",5,A Unique Mortal on a rescue mission,Spell,Minion,Mortal,AEWW,Air;Earth;Water,3,,,5
585209,Dame Britomart (Foil),Dame Britomart Foil,https://tcgplayer-cdn.tcgplayer.com/product/585209_200w.jpg,77,23588,https://cpt.tcgcsv.com/c6J6,2024-10-04T19:00:12.47,1,4.6,7.3,74.0,6.0,,Foil,Unique,"Lance<br>
<br>
If Dame Britomart would successfully attack an enemy site, she may summon a Mortal from your cemetery to her location instead.",5,A Unique Mortal on a rescue mission,Spell,Minion,Mortal,AEWW,Air;Earth;Water,3,,,5
585210,Degradation,Degradation,https://tcgplayer-cdn.tcgplayer.com/product/585210_200w.jpg,77,23588,https://cpt.tcgcsv.com/d6J6,2024-10-09T20:10:00.907,1,0.09,0.19,1.0,0.12,,Normal,Exceptional,Transform a Mortal into a Foot Soldier token.,2,Exceptional Magic strips rank and title,Spell,Magic,,W,Water,,,"""Why, without your arms and armor, without the trappings 
of nobility, you are nothing more than a miserable man.""",
585211,Degradation (Foil),Degradation Foil,https://tcgplayer-cdn.tcgplayer.com/product/585211_200w.jpg,77,23588,https://cpt.tcgcsv.com/f6J6,2024-10-09T20:10:25.45,1,1.1,1.32,17.4,1.24,,Foil,Exceptional,Transform a Mortal into a Foot Soldier token.,2,Exceptional Magic strips rank and title,Spell,Magic,,W,Water,,,"""Why, without your arms and armor, without the trappings 
of nobility, you are nothing more than a miserable man.""",
585212,Dirium Fomorians,Dirium Fomorians,https://tcgplayer-cdn.tcgplayer.com/product/585212_200w.jpg,77,23588,https://cpt.tcgcsv.com/g6J6,2024-10-04T19:00:13.017,1,0.08,0.19,1.0,0.11,,Normal,Exceptional,"Burrowing, Submerge",7,Exceptional Giants reclaim their realm,Spell,Minion,Giant,EE,Earth,6,,"They roam the lands of men once more, 
for tribute and the sport of war.",6
585213,Dirium Fomorians (Foil),Dirium Fomorians Foil,https://tcgplayer-cdn.tcgplayer.com/product/585213_200w.jpg,77,23588,https://cpt.tcgcsv.com/h6J6,2024-10-04T19:00:13.093,1,1.2,1.59,8.99,1.52,,Foil,Exceptional,"Burrowing, Submerge",7,Exceptional Giants reclaim their realm,Spell,Minion,Giant,EE,Earth,6,,"They roam the lands of men once more, 
for tribute and the sport of war.",6
585214,Dozmary Pool,Dozmary Pool,https://tcgplayer-cdn.tcgplayer.com/product/585214_200w.jpg,77,23588,https://cpt.tcgcsv.com/j6J6,2024-10-04T19:00:13.243,1,2.0,3.97,20.0,2.28,,Normal,Unique,(W)(W)(W) - Genesis -> You may submerge an artifact from your hand here.,,A Unique Site where relics are lost and found,Site,Site,,W,Water,,,,
585215,Dozmary Pool (Foil),Dozmary Pool Foil,https://tcgplayer-cdn.tcgplayer.com/product/585215_200w.jpg,77,23588,https://cpt.tcgcsv.com/k6J6,2024-10-04T19:00:13.333,1,43.68,49.95,74.0,47.98,,Foil,Unique,(W)(W)(W) ‚Äì Genesis -> You may submerge an artifact from your hand here.,,A Unique Site where relics are lost and found,Site,Site,,W,Water,,,,
585216,Druid (Box Topper),Druid Box Topper,https://tcgplayer-cdn.tcgplayer.com/product/585216_200w.jpg,77,23588,https://cpt.tcgcsv.com/l6J6,2024-10-04T19:00:13.43,1,0.4,0.85,14.35,0.69,,Normal,Elite,"Tap -> Play or draw a site.<br>
<br>
Whenever an enemy enters a nearby site, it takes 1 damage.",,Your Avatar is a force of nature!,Avatar,Avatar,,,,1,20,,
585217,Druid (Box Topper) (Foil),Druid Box Topper Foil,https://tcgplayer-cdn.tcgplayer.com/product/585217_200w.jpg,77,23588,https://cpt.tcgcsv.com/m6J6,2024-10-04T19:00:13.51,0,,,,,,,Elite,"Tap -> Play or draw a site. If you played a site and you don't control Tawny, summon her there.<br>
<br>
Tap -> Summon Bruin here. Flip this card.",,Your Avatar watches over this domain,Avatar,Avatar,,,,1,20,,
585218,Duel,Duel,https://tcgplayer-cdn.tcgplayer.com/product/585218_200w.jpg,77,23588,https://cpt.tcgcsv.com/n6J6,2024-10-09T20:11:17.727,1,0.04,0.15,0.79,0.06,,Normal,Ordinary,An ally fights target enemy adjacent to it.,3,Ordinary Magic throws down the gauntlet,Spell,Magic,,E,Earth,,,"""And there was the most mightiest battle that 
ever was seen in this land betwixt two knights."" 
— Edmund Spenser, The Faerie Queene",
585219,Duel (Foil),Duel Foil,https://tcgplayer-cdn.tcgplayer.com/product/585219_200w.jpg,77,23588,https://cpt.tcgcsv.com/p6J6,2024-10-09T20:11:51.7,1,0.95,1.3,17.67,1.3,,Foil,Ordinary,An ally fights target enemy adjacent to it.,3,Ordinary Magic throws down the gauntlet,Spell,Magic,,E,Earth,,,"""And there was the most mightiest battle that 
ever was seen in this land betwixt two knights."" 
—Edmund Spenser, The Faerie Queene",
585220,Excalibur,Excalibur,https://tcgplayer-cdn.tcgplayer.com/product/585220_200w.jpg,77,23588,https://cpt.tcgcsv.com/q6J6,2024-10-04T19:00:13.93,1,5.16,7.5,44.9,5.26,,Normal,Unique,"Bearer has +1 power for each of their elements. If they have all four, they are also immune to damage.",2,A Unique Weapon grants strength to the worthy,Spell,Artifact,Weapon,,,,,,
585221,Excalibur (Foil),Excalibur Foil,https://tcgplayer-cdn.tcgplayer.com/product/585221_200w.jpg,77,23588,https://cpt.tcgcsv.com/r6J6,2024-10-04T19:00:14.027,1,123.0,124.95,124.95,94.55,,Foil,Unique,"Bearer has +1 power for each of their elements. If they have all four, they are also immune to damage.",2,A Unique Weapon grants strength to the worthy,Spell,Artifact,Weapon,,,,,,
585222,Fae City,Fae City,https://tcgplayer-cdn.tcgplayer.com/product/585222_200w.jpg,77,23588,https://cpt.tcgcsv.com/s6J6,2024-10-04T19:00:14.107,1,0.08,0.19,1.0,0.12,,Normal,Exceptional,Tap an allied Faerie here -> Shoot a projectile. It deals 1 damage.,,An Exceptional Site of itsy-bitsy bombardment,Site,Site,,A,Air,,,,
585223,Fae City (Foil),Fae City Foil,https://tcgplayer-cdn.tcgplayer.com/product/585223_200w.jpg,77,23588,https://cpt.tcgcsv.com/t6J6,2024-10-04T19:00:14.17,1,1.25,2.15,13.8,1.71,,Foil,Exceptional,Tap an allied Faerie here -> Shoot a projectile. It deals 1 damage.,,An Exceptional Site of itsy-bitsy bombardment,Site,Site,,A,Air,,,,
585224,Fail-not Bow,Fail not Bow,https://tcgplayer-cdn.tcgplayer.com/product/585224_200w.jpg,77,23588,https://cpt.tcgcsv.com/v6J6,2024-10-04T19:00:14.23,1,3.3,9.5,38.97,3.17,,Normal,Unique,Bearer has Ranged 3.,4,A Unique Weapon of peerless precision,Spell,Artifact,Weapon,,,,,"No sooner had his fingers left that enchanted 
string than the arrow struck its mark.",
585225,Fail-not Bow (Foil),Fail not Bow Foil,https://tcgplayer-cdn.tcgplayer.com/product/585225_200w.jpg,77,23588,https://cpt.tcgcsv.com/w6J6,2024-10-04T19:00:14.31,1,45.0,46.68,48.67,44.63,,Foil,Unique,Bearer has Ranged 3.,4,A Unique Weapon of peerless precision,Spell,Artifact,Weapon,,,,,"No sooner had his fingers left that enchanted 
string than the arrow struck its mark.",
585226,Feast for Crows,Feast for Crows,https://tcgplayer-cdn.tcgplayer.com/product/585226_200w.jpg,77,23588,https://cpt.tcgcsv.com/x6J6,2024-10-04T19:00:14.38,1,9.75,12.0,19.0,10.13,,Normal,Unique,"Name a spell. Search an opponent's hand, spellbook and cemetery for cards with that name, and banish them. They shuffle.",3,Unique Magic of lost legacy,Spell,Magic,,AA,Air,,,,
585227,Feast for Crows (Foil),Feast for Crows Foil,https://tcgplayer-cdn.tcgplayer.com/product/585227_200w.jpg,77,23588,https://cpt.tcgcsv.com/z6J6,2024-10-04T19:00:14.44,1,55.0,63.69,125.0,63.13,,Foil,Unique,"Name a spell. Search an opponent's hand, spellbook and cemetery for cards with that name, and banish them. They shuffle.",3,Unique Magic of lost legacy,Spell,Magic,,AA,Air,,,,
585228,Field Laborers,Field Laborers,https://tcgplayer-cdn.tcgplayer.com/product/585228_200w.jpg,77,23588,https://cpt.tcgcsv.com/B6J6,2024-10-04T19:00:14.507,1,0.05,0.15,0.79,0.09,,Normal,Ordinary,Tap -> Gain (2) this turn.,3,Ordinary Mortals bring in the harvest,Spell,Minion,Mortal,EE,Earth,2,,,2
585229,Field Laborers (Foil),Field Laborers Foil,https://tcgplayer-cdn.tcgplayer.com/product/585229_200w.jpg,77,23588,https://cpt.tcgcsv.com/C6J6,2024-10-04T19:00:14.57,1,0.45,1.1,2.79,0.99,,Foil,Ordinary,Tap -> Gain (2) this turn.,3,Ordinary Mortals bring in the harvest,Spell,Minion,Mortal,EE,Earth,2,,,2
585230,Fields of Camlann,Fields of Camlann,https://tcgplayer-cdn.tcgplayer.com/product/585230_200w.jpg,77,23588,https://cpt.tcgcsv.com/D6J6,2024-10-04T19:00:14.68,1,12.0,14.55,30.0,13.25,,Normal,Unique,(F)(F)(F) ‚Äì Genesis -> Each player chooses one of their minions. Kill the rest.,,A Unique Site where fates are sealed,Site,Site,,F,Fire,,,,
585231,Fields of Camlann (Foil),Fields of Camlann Foil,https://tcgplayer-cdn.tcgplayer.com/product/585231_200w.jpg,77,23588,https://cpt.tcgcsv.com/F6J6,2024-10-04T19:00:14.757,1,92.9,94.9,350.0,90.9,,Foil,Unique,(F)(F)(F) ‚Äì Genesis -> Each player chooses one of their minions. Kill the rest.,,A Unique Site where fates are sealed,Site,Site,,F,Fire,,,,
585232,Fine Courser,Fine Courser,https://tcgplayer-cdn.tcgplayer.com/product/585232_200w.jpg,77,23588,https://cpt.tcgcsv.com/G6J6,2024-10-04T19:00:14.823,1,0.08,0.19,1.0,0.11,,Normal,Exceptional,"Charge, Movement +1<br>
<br>
May carry an ally.",2,An Exceptional Beast in need of a rider,Spell,Minion,Beast,A,Air,1,,,1
585233,Fine Courser (Foil),Fine Courser Foil,https://tcgplayer-cdn.tcgplayer.com/product/585233_200w.jpg,77,23588,https://cpt.tcgcsv.com/H6J6,2024-10-04T19:00:14.917,1,1.17,1.98,19.89,1.73,,Foil,Exceptional,"Charge, Movement +1<br>
<br>
May carry an ally.",2,An Exceptional Beast in need of a rider,Spell,Minion,Beast,A,Air,1,,,1
585234,Finwife,Finwife,https://tcgplayer-cdn.tcgplayer.com/product/585234_200w.jpg,77,23588,https://cpt.tcgcsv.com/J6J6,2024-10-04T19:00:15.01,1,0.01,0.15,0.39,0.06,,Normal,Ordinary,"Submerge<br>
<br>
Provides (2) for each nearby enemy Avatar.",2,An Ordinary Merfolk seeks a suitor,Spell,Minion,Merfolk,W,Water,2,,"Such a devoted wife, in fair tide and foul.",2
585235,Finwife (Foil),Finwife Foil,https://tcgplayer-cdn.tcgplayer.com/product/585235_200w.jpg,77,23588,https://cpt.tcgcsv.com/K6J6,2024-10-04T19:00:15.073,1,0.86,1.49,4.99,1.14,,Foil,Ordinary,"Submerge<br>
<br>
Provides (2) for each nearby enemy Avatar.",2,An Ordinary Merfolk seeks a suitor,Spell,Minion,Merfolk,W,Water,2,,"Such a devoted wife, in fair tide and foul.",2
585236,Firebreathing,Firebreathing,https://tcgplayer-cdn.tcgplayer.com/product/585236_200w.jpg,77,23588,https://cpt.tcgcsv.com/L6J6,2024-10-04T19:00:15.15,1,0.08,0.19,1.0,0.13,,Normal,Exceptional,May be cast by an allied Beast or Dragon. Choose a cardinal direction and deal damage to each unit at a location in the area of effect:,4,Exceptional Magic of explosive exhalation,Spell,Magic,,FF,Fire,,,,
585237,Firebreathing (Foil),Firebreathing Foil,https://tcgplayer-cdn.tcgplayer.com/product/585237_200w.jpg,77,23588,https://cpt.tcgcsv.com/M6J6,2024-10-04T19:00:15.243,1,0.89,1.54,29.99,1.43,,Foil,Exceptional,May be cast by an allied Beast or Dragon. Choose a cardinal direction and deal damage to each unit at a location in the area of effect:,4,Exceptional Magic of explosive exhalation,Spell,Magic,,FF,Fire,,,,
585238,Fisherman's Family,Fishermans Family,https://tcgplayer-cdn.tcgplayer.com/product/585238_200w.jpg,77,23588,https://cpt.tcgcsv.com/N6J6,2024-10-04T19:00:15.313,1,0.01,0.15,0.39,0.05,,Normal,Ordinary,Provides (W),2,A patient family of Ordinary Mortals,Spell,Minion,Mortal,W,Water,2,,,2
585239,Fisherman's Family (Foil),Fishermans Family Foil,https://tcgplayer-cdn.tcgplayer.com/product/585239_200w.jpg,77,23588,https://cpt.tcgcsv.com/P6J6,2024-10-04T19:00:15.443,1,0.72,1.0,12.86,1.04,,Foil,Ordinary,Provides (W),2,A patient family of Ordinary Mortals,Spell,Minion,Mortal,W,Water,2,,,2
585240,Foot Soldiers (Box Topper),Foot Soldiers Box Topper,https://tcgplayer-cdn.tcgplayer.com/product/585240_200w.jpg,77,23588,https://cpt.tcgcsv.com/Q6J6,2024-10-04T19:00:15.537,0,0.09,0.23,0.5,0.16,,Normal,Ordinary,,,Ordinary Mortals march forth,Token,Minion,Mortal,,,1,,"""Farewell, farewell, O warrier brave, 
Nobody can from Death thee save.""",1
585241,Forge,Forge,https://tcgplayer-cdn.tcgplayer.com/product/585241_200w.jpg,77,23588,https://cpt.tcgcsv.com/R6J6,2024-10-04T19:00:15.633,1,0.06,0.15,0.79,0.1,,Normal,Ordinary,Genesis -> You may pay (1) to conjure a Lance token here.,,An Ordinary Site of capable craftsmanship,Site,Site,,F,Fire,,,,
585242,Forge (Foil),Forge Foil,https://tcgplayer-cdn.tcgplayer.com/product/585242_200w.jpg,77,23588,https://cpt.tcgcsv.com/S6J6,2024-10-04T19:00:15.727,1,0.7,1.58,17.67,1.24,,Foil,Ordinary,Genesis -> You may pay (1) to conjure a Lance token here.,,An Ordinary Site of capable craftsmanship,Site,Site,,F,Fire,,,,
585243,Fourberie Knot,Fourberie Knot,https://tcgplayer-cdn.tcgplayer.com/product/585243_200w.jpg,77,23588,https://cpt.tcgcsv.com/T6J6,2024-10-04T19:00:15.98,1,0.08,0.19,1.0,0.14,,Normal,Exceptional,"Bearer minion takes no damage from units with 4 or more power, and is also a Faerie.",1,An Exceptional Relic of intricate trickery,Spell,Artifact,Relic,,,,,,
585244,Fourberie Knot (Foil),Fourberie Knot Foil,https://tcgplayer-cdn.tcgplayer.com/product/585244_200w.jpg,77,23588,https://cpt.tcgcsv.com/V6J6,2024-10-04T19:00:16.073,1,1.27,1.31,17.0,1.31,,Foil,Exceptional,"Bearer minion takes no damage from units with 4 or more power, and is also a Faerie.",1,An Exceptional Relic of intricate trickery,Spell,Artifact,Relic,,,,,,
585245,Four Waters of Paradise,Four Waters of Paradise,https://tcgplayer-cdn.tcgplayer.com/product/585245_200w.jpg,77,23588,https://cpt.tcgcsv.com/W6J6,2024-10-04T19:00:15.82,1,24.95,33.88,99.99,24.23,,Normal,Unique,"Sacrifice Four Waters -> This turn, bearer's next elemental spell requires no threshold and costs (4) less to cast.",2,"A Unique Relic of honey, milk, water, and wine",Spell,Artifact,Relic,,,,,,
585246,Four Waters of Paradise (Foil),Four Waters of Paradise Foil,https://tcgplayer-cdn.tcgplayer.com/product/585246_200w.jpg,77,23588,https://cpt.tcgcsv.com/X6J6,2024-10-04T19:00:15.887,1,262.5,274.87,280.0,291.16,,Foil,Unique,"Sacrifice Four Waters -> This turn, bearer's next elemental spell requires no threshold and costs (4) less to cast.",2,"A Unique Relic of honey, milk, water, and wine",Spell,Artifact,Relic,,,,,,
585247,Frisky Red Squirrel,Frisky Red Squirrel,https://tcgplayer-cdn.tcgplayer.com/product/585247_200w.jpg,77,23588,https://cpt.tcgcsv.com/Z6J6,2024-10-04T19:00:16.167,1,0.08,0.19,1.0,0.1,,Normal,Exceptional,Genesis -> Take target nearby artifact that can be carried and hide it beneath this site.,1,An Exceptional Beast prepares for winter,Spell,Minion,Beast,E,Earth,1,,,1
585248,Frisky Red Squirrel (Foil),Frisky Red Squirrel Foil,https://tcgplayer-cdn.tcgplayer.com/product/585248_200w.jpg,77,23588,https://cpt.tcgcsv.com/-6J6,2024-10-04T19:00:16.243,1,1.2,2.0,5.87,1.24,,Foil,Exceptional,Genesis -> Take target nearby artifact that can be carried and hide it beneath this site.,1,An Exceptional Beast prepares for winter,Spell,Minion,Beast,E,Earth,1,,,1
585249,Funeral Pyre,Funeral Pyre,https://tcgplayer-cdn.tcgplayer.com/product/585249_200w.jpg,77,23588,https://cpt.tcgcsv.com/_6J6,2024-10-04T19:00:16.347,1,0.09,0.2,1.0,0.15,,Normal,Exceptional,Genesis -> Banish up to three cards from one cemetery.,,An Exceptional Site of final mourning,Site,Site,,F,Fire,,,,
585250,Funeral Pyre (Foil),Funeral Pyre Foil,https://tcgplayer-cdn.tcgplayer.com/product/585250_200w.jpg,77,23588,https://cpt.tcgcsv.com/07J6,2024-10-04T19:00:16.48,1,3.52,4.51,20.0,3.95,,Foil,Exceptional,Genesis -> Banish up to three cards from one cemetery.,,An Exceptional Site of final mourning,Site,Site,,F,Fire,,,,
585251,Giant Killer,Giant Killer,https://tcgplayer-cdn.tcgplayer.com/product/585251_200w.jpg,77,23588,https://cpt.tcgcsv.com/27J6,2024-10-04T19:00:16.593,1,0.02,0.17,1.0,0.09,,Normal,Exceptional,Genesis -> Kill target nearby Giant.,3,An Exceptional Mortal sizes up the enemy,Spell,Minion,Mortal,W,Water,2,,"If I have seen farther than others, 
it is by sitting on the cheeks of giants.",2
585252,Giant Killer (Foil),Giant Killer Foil,https://tcgplayer-cdn.tcgplayer.com/product/585252_200w.jpg,77,23588,https://cpt.tcgcsv.com/37J6,2024-10-04T19:00:16.683,1,0.66,1.64,23.99,1.44,,Foil,Exceptional,Genesis -> Kill target nearby Giant.,3,An Exceptional Mortal sizes up the enemy,Spell,Minion,Mortal,W,Water,2,,"If I have seen farther than others, 
it is by sitting on the cheeks of giants.",2
585253,Glastonbury Tor,Glastonbury Tor,https://tcgplayer-cdn.tcgplayer.com/product/585253_200w.jpg,77,23588,https://cpt.tcgcsv.com/57J6,2024-10-04T19:00:16.76,1,34.59,36.44,51.97,31.75,,Normal,Unique,Only provides mana and threshold while in your back row.,,A Unique Site of myth and mysticism,Site,Site,,AEF,Air;Earth;Fire,,,,
585254,Glastonbury Tor (Foil),Glastonbury Tor Foil,https://tcgplayer-cdn.tcgplayer.com/product/585254_200w.jpg,77,23588,https://cpt.tcgcsv.com/67J6,2024-10-04T19:00:16.857,1,150.0,150.0,150.0,120.91,,Foil,Unique,Only provides mana and threshold while in your back row.,,A Unique Site of myth and mysticism,Site,Site,,AEF,Air;Earth;Fire,,,,
585255,Golden Harp,Golden Harp,https://tcgplayer-cdn.tcgplayer.com/product/585255_200w.jpg,77,23588,https://cpt.tcgcsv.com/77J6,2024-10-04T19:00:16.937,1,0.1,0.25,2.99,0.14,,Normal,Elite,Strike damage and life loss caused by nearby units is reduced to 2.,3,An Elite Instrument to soothe and beguile,Spell,Artifact,Instruments,,,,,,
585256,Golden Harp (Foil),Golden Harp Foil,https://tcgplayer-cdn.tcgplayer.com/product/585256_200w.jpg,77,23588,https://cpt.tcgcsv.com/87J6,2024-10-04T19:00:17.033,1,4.0,6.32,29.99,6.32,,Foil,Elite,Strike damage and life loss caused by nearby units is reduced to 2.,3,An Elite Instrument to soothe and beguile,Spell,Artifact,Instruments,,,,,,
585257,Goswhit Helmet,Goswhit Helmet,https://tcgplayer-cdn.tcgplayer.com/product/585257_200w.jpg,77,23588,https://cpt.tcgcsv.com/97J6,2024-10-04T19:00:17.127,1,0.09,0.35,7.0,0.19,,Normal,Elite,"If bearer would take strike damage, prevent it and return this helmet to hand.",3,Elite Armor absorbs the blow,Spell,Artifact,Armor,,,,,"Strike me once, shame on you. Strike me twice, shame on me.",
585258,Goswhit Helmet (Foil),Goswhit Helmet Foil,https://tcgplayer-cdn.tcgplayer.com/product/585258_200w.jpg,77,23588,https://cpt.tcgcsv.com/b7J6,2024-10-04T19:00:17.203,1,3.9,5.0,33.98,4.67,,Foil,Elite,"If bearer would take strike damage, prevent it and return this helmet to hand.",3,Elite Armor absorbs the blow,Spell,Artifact,Armor,,,,,"Strike me once, shame on you. Strike me twice, shame on me.",
585259,Grain Sparrow,Grain Sparrow,https://tcgplayer-cdn.tcgplayer.com/product/585259_200w.jpg,77,23588,https://cpt.tcgcsv.com/c7J6,2024-10-04T19:00:17.283,1,0.04,0.15,0.79,0.07,,Normal,Ordinary,"Airborne<br>
<br>
Genesis -> Gain 2 life.",1,An Ordinary Beast leads the dawn chorus,Spell,Minion,Beast,E,Earth,1,,,1
585260,Grain Sparrow (Foil),Grain Sparrow Foil,https://tcgplayer-cdn.tcgplayer.com/product/585260_200w.jpg,77,23588,https://cpt.tcgcsv.com/d7J6,2024-10-04T19:00:17.383,1,0.75,2.69,19.7,1.15,,Foil,Ordinary,"Airborne<br>
<br>
Genesis -> Gain 2 life.",1,An Ordinary Beast leads the dawn chorus,Spell,Minion,Beast,E,Earth,1,,,1
585261,Grand Old Boar,Grand Old Boar,https://tcgplayer-cdn.tcgplayer.com/product/585261_200w.jpg,77,23588,https://cpt.tcgcsv.com/f7J6,2024-10-04T19:00:17.523,1,0.23,0.41,3.99,0.29,,Normal,Elite,Has Charge if there are dead Squeakers.,5,An Elite Beast of gnarled tusk,Spell,Minion,Beast,EEE,Earth,5,,"Bull-huge in the mists of the morn; what an impressive sight!
My quarry‚Äîwith eyes ablaze for vengeance in the fight;
Running in fear, I glanced over my shoulder once more,
I tumbled, A final glimpse; the eyes of the Grand Old Boar.",5
